CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,InDbDate,BLKADDR,City,State,Latitude,Longitude
15091242,THEFT FELONY (OVER $950),42208,0.291666667,LARCENY,4,42287.14596,1700 SECOND ST,Berkeley,CA,37.871978,-122.303701
15042519,ASSAULT/BATTERY MISD.,42207,0.645833333,ASSAULT,3,42287.14596,2400 ASHBY AVE,Berkeley,CA,37.856111,-122.260248
15042543,ASSAULT/BATTERY MISD.,42207,0.739583333,ASSAULT,3,42287.14596,2800 PARK ST,Berkeley,CA,37.855593,-122.283039
15042449,THEFT MISD. (UNDER $950),42207,0.447916667,LARCENY,3,42287.14596,1700 FOURTH ST,Berkeley,CA,37.871306,-122.301072
15091234,DISTURBANCE,42207,0.451388889,DISORDERLY CONDUCT,3,42287.14596,2200 MCKINLEY AVE,Berkeley,CA,37.868595,-122.273835
15042703,BURGLARY AUTO,42207,0.875,BURGLARY - VEHICLE,3,42287.14596,DWIGHT WAY & PIEDMONT AVE,Berkeley,CA,37.8659,-122.251095
15091239,BURGLARY AUTO,42207,0.645833333,BURGLARY - VEHICLE,3,42287.14596,2500 BENVENUE AVE,Berkeley,CA,37.865535,-122.255235
15042451,BURGLARY COMMERCIAL,42207,0.521527778,BURGLARY - COMMERCIAL,3,42287.14596,2900 COLLEGE AVE,Berkeley,CA,37.858483,-122.253191
15091262,VANDALISM,42207,0.083333333,VANDALISM,3,42287.14596,1900 HASTE ST,Berkeley,CA,37.864258,-122.272202
15042536,BURGLARY AUTO,42207,0.628472222,BURGLARY - VEHICLE,3,42287.14596,900 GRAYSON ST,Berkeley,CA,37.855294,-122.292475
15042665,FRAUD/FORGERY,42207,0.958333333,FRAUD,3,42287.14596,1100 UNIVERSITY AVE,Berkeley,CA,37.869067,-122.292043
15042525,THEFT MISD. (UNDER $950),42207,0.583333333,LARCENY,3,42287.14596,2200 SHATTUCK AVE,Berkeley,CA,37.869363,-122.268028
15091238,THEFT MISD. (UNDER $950),42207,0.958333333,LARCENY,3,42287.14596,2100 DURANT AVE,Berkeley,CA,37.8667,-122.267614
15091226,THEFT FELONY (OVER $950),42207,0.666666667,LARCENY,3,42287.14596,2991 SHATTUCK AVE,Berkeley,CA,37.855417,-122.266517
15042615,THEFT FROM AUTO,42207,0.875,LARCENY - FROM VEHICLE,3,42287.14596,2000 CHANNING WAY,Berkeley,CA,37.865501,-122.269774
15042376,BURGLARY COMMERCIAL,42207,0.165972222,BURGLARY - COMMERCIAL,3,42287.14596,700 ADDISON ST,Berkeley,CA,37.866145,-122.300016
15042656,VEHICLE STOLEN,42207,0.916666667,MOTOR VEHICLE THEFT,3,42287.14596,2300 TENTH ST,Berkeley,CA,37.864346,-122.291843
15091246,BURGLARY RESIDENTIAL,42207,0.875,BURGLARY - RESIDENTIAL,3,42287.14596,2900 ASHBY AVE,Berkeley,CA,37.857869,-122.248398
15042613,VEHICLE STOLEN,42207,0.6875,MOTOR VEHICLE THEFT,3,42287.14596,700 HARRISON ST,Berkeley,CA,37.88079,-122.303783
15042446,ASSAULT/BATTERY MISD.,42207,0.503472222,ASSAULT,3,42287.14596,2000 CENTER ST,Berkeley,CA,37.869973,-122.270557
15091269,THEFT MISD. (UNDER $950),42207,0.836805556,LARCENY,3,42287.14596,1600 THOUSAND OAKS BLVD,Berkeley,CA,37.896558,-122.285222
15042537,ALCOHOL OFFENSE,42207,0.8125,LIQUOR LAW VIOLATION,3,42287.14596,900 UNIVERSITY AVE,Berkeley,CA,37.868263,-122.29601
15042559,ROBBERY,42207,0.888888889,ROBBERY,3,42287.14596,CURTIS STREET & FRANCISCO ST,Berkeley,CA,37.873007,-122.289923
15042548,ASSAULT/BATTERY MISD.,42207,0.874305556,ASSAULT,3,42287.14596,2100 SHATTUCK AVE,Berkeley,CA,37.871167,-122.268285
15042580,BURGLARY AUTO,42207,0.875,BURGLARY - VEHICLE,3,42287.14596,1600 MILVIA ST,Berkeley,CA,37.877985,-122.271398
15042390,VEHICLE STOLEN,42207,0,MOTOR VEHICLE THEFT,3,42287.14596,2400 SHATTUCK AVE,Berkeley,CA,37.865772,-122.267643
15042400,BURGLARY AUTO,42207,0.358333333,BURGLARY - VEHICLE,3,42287.14596,100 SPINNAKER WAY,Berkeley,CA,37.870287,-122.316238
15042557,THEFT MISD. (UNDER $950),42207,0.770833333,LARCENY,3,42287.14596,1900 BERKELEY WAY,Berkeley,CA,37.87247,-122.273021
15042551,THEFT MISD. (UNDER $950),42207,0.880555556,LARCENY,3,42287.14596,2300 SHATTUCK AVE,Berkeley,CA,37.867157,-122.2678
15042491,ASSAULT/BATTERY FEL.,42207,0.673611111,ASSAULT,3,42287.14596,2000 CENTER ST,Berkeley,CA,37.869973,-122.270557
15042420,DISTURBANCE,42207,0.447222222,DISORDERLY CONDUCT,3,42287.14596,1900 SIXTH ST,Berkeley,CA,37.869314,-122.2981
15042609,VEHICLE STOLEN,42207,0.6875,MOTOR VEHICLE THEFT,3,42287.14596,1100 SPRUCE ST,Berkeley,CA,37.88853,-122.266743
15042677,NARCOTICS,42207,0.958333333,DRUG VIOLATION,3,42287.14596,1100 UNIVERSITY AVE,Berkeley,CA,37.869067,-122.292043
15042554,BURGLARY AUTO,42207,0.822916667,BURGLARY - VEHICLE,3,42287.14596,2600 DURANT AVE,Berkeley,CA,37.868161,-122.256337
15042573,THEFT MISD. (UNDER $950),42207,0.944444444,LARCENY,3,42287.14596,1400 SHATTUCK AVE,Berkeley,CA,37.88192,-122.269544
15042603,BURGLARY AUTO,42207,0.708333333,BURGLARY - VEHICLE,3,42287.14596,1600 CHANNING WAY,Berkeley,CA,37.864333,-122.278791
15091265,THEFT FELONY (OVER $950),42206,0.000694444,LARCENY,2,42287.14596,1600 WARD ST,Berkeley,CA,37.858132,-122.277595
15042234,BURGLARY AUTO,42206,0.503472222,BURGLARY - VEHICLE,2,42287.14596,200 UNIVERSITY AVE,Berkeley,CA,37.865511,-122.309965
15091251,VANDALISM,42206,0.878472222,VANDALISM,2,42287.14596,2300 BLAKE ST,Berkeley,CA,37.863646,-122.262822
15042339,THEFT MISD. (UNDER $950),42206,0.825,LARCENY,2,42287.14596,3000 TELEGRAPH AVE,Berkeley,CA,37.855435,-122.259841
15091228,THEFT MISD. (UNDER $950),42206,0.486111111,LARCENY,2,42287.14596,FOURTH STREET & HEARST AVE,Berkeley,CA,37.868878,-122.300284
15091223,THEFT MISD. (UNDER $950),42206,0.375,LARCENY,2,42287.14596,1500 OXFORD ST,Berkeley,CA,37.880519,-122.267051
15091302,IDENTITY THEFT,42206,0.90625,FRAUD,2,42287.14596,2700 DERBY ST,Berkeley,CA,37.862118,-122.25338
15042237,MISSING ADULT,42206,0.523611111,MISSING PERSON,2,42287.14596,PRINCE STREET & SHATTUCK AVE,Berkeley,CA,37.853089,-122.266212
15042429,BURGLARY COMMERCIAL,42206,0.798611111,BURGLARY - COMMERCIAL,2,42287.14596,2300 SAN PABLO AVE,Berkeley,CA,37.864384,-122.290696
15042284,BURGLARY COMMERCIAL,42206,0.5,BURGLARY - COMMERCIAL,2,42287.14596,1700 UNIVERSITY AVE,Berkeley,CA,37.870948,-122.27733
15042315,ROBBERY,42206,0.819444444,ROBBERY,2,42287.14596,800 ADDISON ST,Berkeley,CA,37.866524,-122.29814
15042295,THEFT FELONY (OVER $950),42206,0.625,LARCENY,2,42287.14596,900 SHATTUCK AVE,Berkeley,CA,37.890909,-122.27106
15042311,BURGLARY RESIDENTIAL,42206,0.625,BURGLARY - RESIDENTIAL,2,42287.14596,1600 CHESTNUT ST,Berkeley,CA,37.875657,-122.288727
15091225,BURGLARY AUTO,42206,0.440972222,BURGLARY - VEHICLE,2,42287.14596,2100 CENTER ST,Berkeley,CA,37.870295,-122.268146
15042386,BURGLARY AUTO,42206,0.916666667,BURGLARY - VEHICLE,2,42287.14596,2000 DWIGHT WAY,Berkeley,CA,37.863679,-122.26963
15042319,BURGLARY AUTO,42206,0.75,BURGLARY - VEHICLE,2,42287.14596,200 UNIVERSITY AVE,Berkeley,CA,37.865511,-122.309965
15042698,BURGLARY AUTO,42206,0.5,BURGLARY - VEHICLE,2,42287.14596,2100 JEFFERSON AVE,Berkeley,CA,37.868925,-122.278414
15042302,BURGLARY AUTO,42206,0.75,BURGLARY - VEHICLE,2,42287.14596,1400 SHATTUCK AVE,Berkeley,CA,37.88192,-122.269544
15091229,THEFT MISD. (UNDER $950),42206,0.041666667,LARCENY,2,42287.14596,1900 NAPA AVE,Berkeley,CA,37.886304,-122.27539
15042767,VANDALISM,42206,0.666666667,VANDALISM,2,42287.14596,2300 JEFFERSON AVE,Berkeley,CA,37.866265,-122.278162
15045316,BURGLARY AUTO,42206,0.291666667,BURGLARY - VEHICLE,2,42287.14596,100 SPINNAKER WAY,Berkeley,CA,37.870287,-122.316238
15042310,ROBBERY,42206,0.805555556,ROBBERY,2,42287.14596,OREGON STREET & SACRAMENTO ST,Berkeley,CA,37.856048,-122.279543
15045944,BURGLARY RESIDENTIAL,42206,0.375,BURGLARY - RESIDENTIAL,2,42287.14596,2200 ROOSEVELT AVE,Berkeley,CA,37.868194,-122.276063
15042349,ROBBERY,42206,0.940972222,ROBBERY,2,42287.14596,1500 OREGON ST,Berkeley,CA,37.856078,-122.279311
15042418,BURGLARY AUTO,42206,0.75,BURGLARY - VEHICLE,2,42287.14596,1700 BLAKE ST,Berkeley,CA,37.861929,-122.276345
15042430,BURGLARY COMMERCIAL,42206,0.798611111,BURGLARY - COMMERCIAL,2,42287.14596,2300 SAN PABLO AVE,Berkeley,CA,37.864384,-122.290696
15091237,THEFT MISD. (UNDER $950),42206,0.5625,LARCENY,2,42287.14596,1600 UNIVERSITY AVE,Berkeley,CA,37.870652,-122.27958
15042391,VEHICLE STOLEN,42206,0.666666667,MOTOR VEHICLE THEFT,2,42287.14596,700 HARRISON ST,Berkeley,CA,37.88079,-122.303783
15042389,BURGLARY AUTO,42206,0.9375,BURGLARY - VEHICLE,2,42287.14596,2000 HASTE ST,Berkeley,CA,37.86456,-122.269954
15091474,THEFT MISD. (UNDER $950),42205,0.565972222,LARCENY,1,42287.14597,2600 TENTH ST,Berkeley,CA,37.858776,-122.29006
15042095,THEFT MISD. (UNDER $950),42205,0.753472222,LARCENY,1,42287.14596,2000 SAN PABLO AVE,Berkeley,CA,37.869041,-122.292204
15042139,DOMESTIC VIOLENCE,42205,0.916666667,FAMILY OFFENSE,1,42287.14596,UNIVERSITY AVENUE & MILVIA ST,Berkeley,CA,37.871799,-122.270745
15042116,ASSAULT/BATTERY MISD.,42205,0.864583333,ASSAULT,1,42287.14596,3400 ADELINE ST,Berkeley,CA,37.846291,-122.272924
15042136,ASSAULT/BATTERY FEL.,42205,0.9375,ASSAULT,1,42287.14596,2100 CENTER ST,Berkeley,CA,37.870295,-122.268146
15091214,DISTURBANCE,42205,0.569444444,DISORDERLY CONDUCT,1,42287.14596,1800 ACTON ST,Berkeley,CA,37.872564,-122.284605
15041987,FRAUD/FORGERY,42205,0.384027778,FRAUD,1,42287.14596,2300 HASTE ST,Berkeley,CA,37.865443,-122.263189
15041994,THEFT MISD. (UNDER $950),42205,0.425,LARCENY,1,42287.14596,1300 SAN PABLO AVE,Berkeley,CA,37.880229,-122.295798
15042217,VANDALISM,42205,0.833333333,VANDALISM,1,42287.14596,1200 VIRGINIA ST,Berkeley,CA,37.873941,-122.289763
15091222,BURGLARY AUTO,42205,0.982638889,BURGLARY - VEHICLE,1,42287.14596,UNIVERSITY AVENUE & MILVIA ST,Berkeley,CA,37.871799,-122.270745
15091231,IDENTITY THEFT,42205,0.583333333,FRAUD,1,42287.14596,19 BRIDGE RD,Berkeley,CA,37.856011,-122.238543
15042098,ASSAULT/BATTERY MISD.,42205,0.767361111,ASSAULT,1,42287.14596,2300 BANCROFT WAY,Berkeley,CA,37.868119,-122.263888
15042201,THEFT MISD. (UNDER $950),42205,0.833333333,LARCENY,1,42287.14596,2600 WARRING ST,Berkeley,CA,37.863934,-122.250262
15041984,ASSAULT/BATTERY MISD.,42205,0.388888889,ASSAULT,1,42287.14596,SAN PABLO AVENUE & HEARST AVE,Berkeley,CA,37.8704,-122.292644
15042063,FRAUD/FORGERY,42205,0.594444444,FRAUD,1,42287.14596,1800 PRINCE ST,Berkeley,CA,37.852236,-122.272856
15091230,THEFT MISD. (UNDER $950),42205,0.982638889,LARCENY,1,42287.14596,1300 UNIVERSITY AVE,Berkeley,CA,37.869767,-122.286528
15041923,THEFT FROM AUTO,42205,0.140972222,LARCENY - FROM VEHICLE,1,42287.14596,OREGON STREET & CALIFORNIA ST,Berkeley,CA,35.798481,-120.743768
15041918,DISTURBANCE,42205,0.106944444,DISORDERLY CONDUCT,1,42287.14596,2100 FOURTH ST,Berkeley,CA,37.866253,-122.299483
15091271,IDENTITY THEFT,42205,0.430555556,FRAUD,1,42287.14596,1700 BANCROFT WAY,Berkeley,CA,37.866426,-122.276847
15042080,ASSAULT/BATTERY MISD.,42205,0.705555556,ASSAULT,1,42287.14596,3000 TREMONT ST,Berkeley,CA,37.854272,-122.268418
15091216,THEFT MISD. (UNDER $950),42205,0.715277778,LARCENY,1,42287.14596,2180 SHATTUCK,Berkeley,CA,37.869735,-122.267995
15042293,VANDALISM,42205,0.791666667,VANDALISM,1,42287.14596,2900 COLLEGE AVE,Berkeley,CA,37.858483,-122.253191
15091227,BURGLARY AUTO,42204,0.75,BURGLARY - VEHICLE,0,42287.14596,100 SEAWALL DR,Berkeley,CA,37.863045,-122.317348
15041835,BURGLARY RESIDENTIAL,42204,0.721527778,BURGLARY - RESIDENTIAL,0,42287.14596,1200 ASHBY AVE,Berkeley,CA,37.852211,-122.286336
15041832,NARCOTICS,42204,0.701388889,DRUG VIOLATION,0,42287.14596,2100 MILVIA ST,Berkeley,CA,37.870584,-122.27061
15041826,THEFT MISD. (UNDER $950),42204,0.672222222,LARCENY,0,42287.14596,1000 UNIVERSITY AVE,Berkeley,CA,37.868636,-122.294175
15091256,THEFT MISD. (UNDER $950),42204,0.958333333,LARCENY,0,42287.14596,1500 MILVIA ST,Berkeley,CA,37.879921,-122.271646
15091206,BURGLARY AUTO,42204,0,BURGLARY - VEHICLE,0,42287.14596,1500 TENTH ST,Berkeley,CA,37.876151,-122.295649
15043582,VANDALISM,42204,0.833333333,VANDALISM,0,42287.14596,2300 DURANT AVE,Berkeley,CA,37.867256,-122.263262
15091205,BURGLARY AUTO,42204,0.520833333,BURGLARY - VEHICLE,0,42287.14596,33 TANGLEWOOD RD,Berkeley,CA,37.860908,-122.244251
15042016,THEFT FROM AUTO,42204,0.958333333,LARCENY - FROM VEHICLE,0,42287.14596,1100 PARKER ST,Berkeley,CA,37.859364,-122.288914
15041672,ASSAULT/BATTERY FEL.,42204,0.046527778,ASSAULT,0,42287.14596,CHANNING WAY & MILVIA ST,Berkeley,CA,37.865466,-122.27005
15041830,BURGLARY RESIDENTIAL,42204,0.4375,BURGLARY - RESIDENTIAL,0,42287.14596,3000 STANTON ST,Berkeley,CA,37.853203,-122.279642
15041906,DOMESTIC VIOLENCE,42204,0.993055556,FAMILY OFFENSE,0,42287.14596,1500 OREGON ST,Berkeley,CA,37.856078,-122.279311
15042312,THEFT MISD. (UNDER $950),42204,0.75,LARCENY,0,42287.14596,1800 ADDISON ST,Berkeley,CA,37.870298,-122.275101
15041730,BURGLARY COMMERCIAL,42204,0.104166667,BURGLARY - COMMERCIAL,0,42287.14596,1200 SAN PABLO AVE,Berkeley,CA,37.882032,-122.296381
15041798,ASSAULT/BATTERY MISD.,42204,0.590277778,ASSAULT,0,42287.14596,1300 CEDAR ST,Berkeley,CA,37.876155,-122.287194
15049877,DISTURBANCE,42204,0.609722222,DISORDERLY CONDUCT,0,42287.14597,1500 TYLER ST,Berkeley,CA,37.852422,-122.278571
15041711,BURGLARY AUTO,42204,0.175,BURGLARY - VEHICLE,0,42287.14596,1100 ALLSTON WAY,Berkeley,CA,37.866456,-122.290742
15041875,DISTURBANCE,42204,0.890277778,DISORDERLY CONDUCT,0,42287.14596,1700 UNIVERSITY AVE,Berkeley,CA,37.870948,-122.27733
15091215,BURGLARY AUTO,42204,0.520833333,BURGLARY - VEHICLE,0,42287.14596,HEARST AVENUE & EUCLID AVE,Berkeley,CA,37.875084,-122.26014
15091202,THEFT MISD. (UNDER $950),42204,0.003472222,LARCENY,0,42287.14596,2000 CHANNING WAY,Berkeley,CA,37.865501,-122.269774
15091217,THEFT MISD. (UNDER $950),42204,0.625,LARCENY,0,42287.14596,2500 HILLEGASS AVE,Berkeley,CA,37.865149,-122.256487
15091207,THEFT MISD. (UNDER $950),42204,0.770833333,LARCENY,0,42287.14596,2000 OREGON ST,Berkeley,CA,37.857409,-122.268473
15091209,THEFT MISD. (UNDER $950),42203,0.916666667,LARCENY,6,42287.14596,1700 BLAKE ST,Berkeley,CA,37.861929,-122.276345
15091191,THEFT MISD. (UNDER $950),42203,0.104166667,LARCENY,6,42287.14596,200 UNIVERSITY AVE,Berkeley,CA,37.865511,-122.309965
15043534,SEXUAL ASSAULT FEL.,42203,0,SEX CRIME,6,42287.14596,2200 BANCROFT WAY,Berkeley,CA,37.867863,-122.265695
15041547,BURGLARY AUTO,42203,0.5,BURGLARY - VEHICLE,6,42287.14596,2500 BANCROFT WAY,Berkeley,CA,37.868704,-122.25927
15041598,THEFT MISD. (UNDER $950),42203,0.666666667,LARCENY,6,42287.14596,2200 SHATTUCK AVE,Berkeley,CA,37.869363,-122.268028
15091196,THEFT MISD. (UNDER $950),42203,0.743055556,LARCENY,6,42287.14596,2200 SHATTUCK AVE,Berkeley,CA,37.869363,-122.268028
15041772,THEFT FROM AUTO,42203,0.916666667,LARCENY - FROM VEHICLE,6,42287.14596,2200 HASTE ST,Berkeley,CA,37.865141,-122.265441
15091220,VANDALISM,42203,0.958333333,VANDALISM,6,42287.14596,2100 CHANNING WAY,Berkeley,CA,37.865826,-122.267244
15091200,THEFT MISD. (UNDER $950),42203,0.683333333,LARCENY,6,42287.14596,2300 ASHBY AVE,Berkeley,CA,37.855992,-122.261128
15041807,THEFT FELONY (OVER $950),42203,0.989583333,LARCENY,6,42287.14596,2700 NINTH ST,Berkeley,CA,37.857121,-122.290735
15041448,NARCOTICS,42203,0.05625,DRUG VIOLATION,6,42287.14596,1900 HASTE ST,Berkeley,CA,37.864258,-122.272202
15091218,THEFT MISD. (UNDER $950),42203,0.5,LARCENY,6,42287.14596,2400 HASTE ST,Berkeley,CA,37.865845,-122.260009
15041721,VEHICLE STOLEN,42203,0.791666667,MOTOR VEHICLE THEFT,6,42287.14596,1600 CHESTNUT ST,Berkeley,CA,37.875657,-122.288727
15041558,THEFT MISD. (UNDER $950),42203,0.583333333,LARCENY,6,42287.14597,1200 SECOND ST,Berkeley,CA,37.88024,-122.306387
15041771,THEFT FROM AUTO,42203,0.916666667,LARCENY - FROM VEHICLE,6,42287.14596,1400 TENTH ST,Berkeley,CA,37.878371,-122.296373
15042203,THEFT MISD. (UNDER $950),42203,0.763888889,LARCENY,6,42287.14596,2100 SHATTUCK AVE,Berkeley,CA,37.871167,-122.268285
15041508,THEFT MISD. (UNDER $950),42203,0.426388889,LARCENY,6,42287.14596,2600 HILLEGASS AVE,Berkeley,CA,37.863292,-122.256293
15091212,VANDALISM,42203,0.663194444,VANDALISM,6,42287.14596,2400 LE CONTE AVE,Berkeley,CA,37.87616,-122.262535
15041541,THEFT MISD. (UNDER $950),42203,0.270833333,LARCENY,6,42287.14596,2100 SHATTUCK AVE,Berkeley,CA,37.871167,-122.268285
15041819,VEHICLE STOLEN,42203,0.833333333,MOTOR VEHICLE THEFT,6,42287.14596,2700 HASTE ST,Berkeley,CA,37.866568,-122.254084
15041565,DOMESTIC VIOLENCE,42203,0.635416667,FAMILY OFFENSE,6,42287.14596,2000 CENTER ST,Berkeley,CA,37.869973,-122.270557
15041732,BURGLARY COMMERCIAL,42203,0.729166667,BURGLARY - COMMERCIAL,6,42287.14596,2400 SHATTUCK AVE,Berkeley,CA,37.865772,-122.267643
15041474,BURGLARY COMMERCIAL,42203,0.172916667,BURGLARY - COMMERCIAL,6,42287.14596,1000 ASHBY AVE,Berkeley,CA,37.851648,-122.28922
15041596,THEFT FROM AUTO,42203,0.697916667,LARCENY - FROM VEHICLE,6,42287.14596,1200 MONTEREY AVE,Berkeley,CA,37.88257,-122.282118
15091197,BURGLARY AUTO,42203,0.65625,BURGLARY - VEHICLE,6,42287.14596,2727 MILVIA ST,Berkeley,CA,37.859595,-122.269376
15041605,BURGLARY COMMERCIAL,42203,0.520833333,BURGLARY - COMMERCIAL,6,42287.14596,2700 COLLEGE AVE,Berkeley,CA,37.861645,-122.253508
15041762,THEFT MISD. (UNDER $950),42203,0.791666667,LARCENY,6,42287.14596,1733 BANCROFT AVE,Berkeley,CA,37.866563,-122.275697
15041543,DISTURBANCE,42203,0.552083333,DISORDERLY CONDUCT,6,42287.14596,HASTE STREET & BOWDITCH ST,Berkeley,CA,37.866311,-122.256361
15041468,VEHICLE STOLEN,42202,0.895833333,MOTOR VEHICLE THEFT,5,42287.14596,DERBY STREET & BENVENUE AVE,Berkeley,CA,37.861718,-122.254748
15091189,VANDALISM,42202,0.930555556,VANDALISM,5,42287.14596,1700 RUSSELL ST,Berkeley,CA,37.855678,-122.274429
15091203,THEFT FELONY (OVER $950),42202,0.833333333,LARCENY,5,42287.14596,2500 COLLEGE AVE,Berkeley,CA,37.865711,-122.25389
15041380,THEFT FROM AUTO,42202,0.801388889,LARCENY - FROM VEHICLE,5,42287.14596,2500 RIDGE RD,Berkeley,CA,37.876045,-122.260336
15091192,THEFT MISD. (UNDER $950),42202,0.868055556,LARCENY,5,42287.14596,400 GILMAN ST,Berkeley,CA,37.877715,-122.309618
15041958,BURGLARY COMMERCIAL,42202,0.75,BURGLARY - COMMERCIAL,5,42287.14596,800 BANCROFT WAY,Berkeley,CA,37.863368,-122.296922
15041272,THEFT FELONY (OVER $950),42202,0.430555556,LARCENY,5,42287.14596,2500 PIEDMONT AVE,Berkeley,CA,37.865868,-122.251595
15042028,VANDALISM,42202,0.75,VANDALISM,5,42287.14596,2500 SAN PABLO AVE,Berkeley,CA,37.861078,-122.289632
15041389,THEFT MISD. (UNDER $950),42202,0.834027778,LARCENY,5,42287.14596,PAGE STREET & EIGHTH ST,Berkeley,CA,37.876867,-122.298294
15041289,THEFT MISD. (UNDER $950),42202,0.5,LARCENY,5,42287.14596,GILMAN STREET & W FRONTAGE RD,Berkeley,CA,37.878024,-122.30798
15041420,NARCOTICS,42202,0.971527778,DRUG VIOLATION,5,42287.14596,HARPER STREET & ASHBY AVE,Berkeley,CA,37.854154,-122.272171
15041549,VEHICLE STOLEN,42202,0.75,MOTOR VEHICLE THEFT,5,42287.14596,2100 SHATTUCK AVE,Berkeley,CA,37.871167,-122.268285
15043188,BURGLARY RESIDENTIAL,42202,0.416666667,BURGLARY - RESIDENTIAL,5,42287.14596,600 CRESTON RD,Berkeley,CA,37.901176,-122.266323
15091208,THEFT MISD. (UNDER $950),42202,0.041666667,LARCENY,5,42287.14596,2300 WARD ST,Berkeley,CA,37.860105,-122.261901
15041377,FRAUD/FORGERY,42202,0.583333333,FRAUD,5,42287.14596,1400 SAN PABLO AVE,Berkeley,CA,37.878722,-122.295312
15041371,DISTURBANCE,42202,0.773611111,DISORDERLY CONDUCT,5,42287.14596,3000 STANTON ST,Berkeley,CA,37.853203,-122.279642
15091190,BURGLARY AUTO,42202,0.833333333,BURGLARY - VEHICLE,5,42287.14596,1600 FAIRVIEW ST,Berkeley,CA,37.850001,-122.275963
15091188,THEFT MISD. (UNDER $950),42202,0.954861111,LARCENY,5,42287.14596,2000 CALIFORNIA ST,Berkeley,CA,37.870627,-122.279765
15091201,THEFT FELONY (OVER $950),42202,0.951388889,LARCENY,5,42287.14596,2400 MCKINLEY AVE,Berkeley,CA,37.864905,-122.273434
15041736,VEHICLE STOLEN,42201,0.75,MOTOR VEHICLE THEFT,4,42287.14596,BERKELEY WAY & SHATTUCK AVE,Berkeley,CA,37.873052,-122.268416
15041257,BURGLARY AUTO,42201,0.9375,BURGLARY - VEHICLE,4,42287.14596,1200 GRIZZLY PEAK BLVD,Berkeley,CA,37.889989,-122.252226
15091195,THEFT MISD. (UNDER $950),42201,0.239583333,LARCENY,4,42287.14596,1900 GRANT ST,Berkeley,CA,37.873034,-122.275483
15041362,VANDALISM,42201,0.75,VANDALISM,4,42287.14596,900 EUCLID AVE,Berkeley,CA,37.895072,-122.264697
15042233,IDENTITY THEFT,42201,0.000694444,FRAUD,4,42287.14596,1600 NINTH ST,Berkeley,CA,37.874532,-122.296312
15041059,BURGLARY AUTO,42201,0.472222222,BURGLARY - VEHICLE,4,42287.14596,2300 FOURTH ST,Berkeley,CA,37.862817,-122.298359
15041219,VEHICLE STOLEN,42201,0.875,MOTOR VEHICLE THEFT,4,42287.14596,2000 WARD ST,Berkeley,CA,37.859213,-122.268576
15041068,BURGLARY AUTO,42201,0.5,BURGLARY - VEHICLE,4,42287.14596,ADELINE STREET & ALCATRAZ AVE,Berkeley,CA,37.848752,-122.271331
15041111,THEFT MISD. (UNDER $950),42201,0.729166667,LARCENY,4,42287.14596,2100 OXFORD ST,Berkeley,CA,37.870969,-122.266
15041087,THEFT FROM AUTO,42201,0.5,LARCENY - FROM VEHICLE,4,42287.14596,CHANNING WAY & BOWDITCH ST,Berkeley,CA,37.867209,-122.256554
15041181,ROBBERY,42201,0.963194444,ROBBERY,4,42287.14596,ACTON STREET & RUSSELL ST,Berkeley,CA,37.854517,-122.281755
15041093,DISTURBANCE,42201,0.672222222,DISORDERLY CONDUCT,4,42287.14596,CALIFORNIA STREET & UNIVERSITY AVE,Berkeley,CA,37.870627,-122.279765
15091183,BURGLARY AUTO,42201,0.885416667,BURGLARY - VEHICLE,4,42287.14596,2400 MILVIA ST,Berkeley,CA,37.865466,-122.27005
15041070,THEFT MISD. (UNDER $950),42201,0.520833333,LARCENY,4,42287.14596,2000 ADDISON ST,Berkeley,CA,37.870867,-122.270635
15041210,BURGLARY AUTO,42201,0.958333333,BURGLARY - VEHICLE,4,42287.14596,3000 TELEGRAPH AVE,Berkeley,CA,37.855435,-122.259841
15041390,VEHICLE STOLEN,42201,0,MOTOR VEHICLE THEFT,4,42287.14596,2300 PROSPECT ST,Berkeley,CA,37.869332,-122.25019
15041147,VEHICLE STOLEN,42201,0.208333333,MOTOR VEHICLE THEFT,4,42287.14596,800 EUCLID AVE,Berkeley,CA,37.896061,-122.265889
15091725,THEFT FELONY (OVER $950),42201,0.875,LARCENY,4,42287.14598,1444 SHATTUCK PL,Berkeley,CA,37.881523,-122.269971
15041300,BURGLARY COMMERCIAL,42201,0.965277778,BURGLARY - COMMERCIAL,4,42287.14596,2100 OXFORD ST,Berkeley,CA,37.870969,-122.266
15091213,BURGLARY AUTO,42201,0.708333333,BURGLARY - VEHICLE,4,42287.14596,2600 HILLEGASS AVE,Berkeley,CA,37.863292,-122.256293
15041176,MISSING ADULT,42201,0.333333333,MISSING PERSON,4,42287.14596,1600 ALCATRAZ AVE,Berkeley,CA,37.848152,-122.275807
15041107,THEFT FROM AUTO,42201,0.333333333,LARCENY - FROM VEHICLE,4,42287.14596,DEAKIN STREET & WOOLSEY ST,Berkeley,CA,37.852736,-122.261877
15041820,BURGLARY RESIDENTIAL,42201,0.75,BURGLARY - RESIDENTIAL,4,42287.14596,1800 HARMON ST,Berkeley,CA,37.849512,-122.272671
15040800,DISTURBANCE,42200,0.416666667,DISORDERLY CONDUCT,3,42287.14596,SHATTUCK AVENUE & DWIGHT WAY,Berkeley,CA,37.863977,-122.267307
